,Bike ID,DT Length,HT Length,HT Angle,HT LX,Stack,ST Length,ST Angle,Seatpost LENGTH,Saddle height,Stem length,Stem angle,Headset spacers,Crank length,Handlebar style
1192,1316,662.8340000000001,160.0,72.5,48.4,565.6,567.8,74.0,300.0,770.0,100.0,-5.0,10.0,172.5,0
1193,1317,657.259,145.0,72.0,41.7,565.6,546.4,72.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
1194,1318,677.611,127.40000000000002,68.5,47.0,565.6,357.09999999999997,74.0,300.0,450.0,35.0,0.0,10.0,172.5,1
1195,1319,661.594,145.0,73.5,49.7,565.6,567.6999999999999,75.5,300.0,718.0,100.0,0.0,10.0,175.0,1
1196,1320,661.594,145.0,73.5,49.7,565.6,567.6999999999999,75.5,300.0,718.0,60.0,0.0,10.0,175.0,1
1197,1322,690.23,126.8,74.0,47.9,565.6,567.3000000000001,75.5,300.0,742.0,60.0,0.0,10.0,175.0,1
1198,1323,654.452,110.7,73.0,52.3,565.6,520.0,75.0,300.0,733.0,100.0,-10.0,0.0,175.0,2
1199,1324,620.324,113.9,72.0,35.0,565.6,510.0,72.5,60.0,655.0,100.0,-13.0,0.0,172.5,0
1200,1325,630.144,93.0,70.5,37.0,565.6,504.49999999999994,73.0,330.0,738.0,100.0,-13.0,0.0,172.5,0
1201,1326,662.416,155.70000000000002,72.0,47.4,565.6,605.0,72.5,300.0,718.0,100.0,-5.0,10.0,172.5,0
1202,1327,508.413,114.0,74.25,40.800000000000004,565.6,221.8,71.0,75.0,300.0,53.0,0.0,10.0,160.0,1
1203,1328,622.005,152.60000000000002,70.5,49.9,565.6,520.0,73.5,280.0,718.0,100.0,-20.0,10.0,165.0,2
1204,1329,635.786,170.5,70.5,49.9,565.6,540.0,73.5,280.0,718.0,100.0,-6.0,10.0,165.0,0
1205,1330,624.448,130.0,74.0,33.4,565.6,555.9,73.0,300.0,689.0,100.0,-16.0,0.0,162.5,0
1206,1331,613.114,120.0,75.0,110.5,565.6,300.0,71.5,150.0,650.0,50.0,1.0,10.0,170.0,1
1207,1332,631.4119999999999,170.5,70.5,40.9,565.6,540.0,73.5,280.0,718.0,100.0,-6.0,10.0,172.5,0
1208,1334,650.413,100.0,73.0,45.0,565.6,517.3,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
1209,1335,673.5980000000001,145.3,73.0,44.699999999999996,565.6,611.9,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
1210,1337,699.782,120.0,70.5,56.099999999999994,565.6,320.0,73.5,100.0,400.0,45.0,0.0,15.0,175.0,1
1211,1338,660.671,135.5,74.0,49.8,565.6,510.2,74.0,350.0,718.0,100.0,-5.0,10.0,175.0,0
1212,1339,746.822,120.3,69.5,46.9,565.6,520.7,74.0,300.0,718.0,90.0,7.0,10.0,175.0,1
1213,1340,619.382,100.0,71.5,50.0,565.6,270.0,76.5,300.0,360.0,20.0,10.0,20.0,170.0,1
1214,1341,629.948,112.8,75.0,38.199999999999996,565.6,612.9,75.5,300.0,718.0,100.0,-5.0,10.0,172.5,1
1215,1342,616.549,100.0,74.0,34.4,565.6,550.0,75.0,300.0,718.0,80.0,-17.0,0.0,172.5,2
1216,1343,624.861,100.0,67.0,35.0,565.6,330.0,71.5,200.0,360.0,35.0,0.0,0.0,175.0,1
1217,1348,644.659,152.7,73.0,41.0,565.6,595.7,73.0,300.0,718.0,80.0,-17.0,10.0,170.0,0
1218,1349,632.3530000000001,99.9,71.0,35.1,565.6,510.0,73.0,380.0,796.0,100.0,30.0,120.0,170.0,0
1219,1350,636.374,182.4,74.5,29.3,565.6,572.5,77.0,300.0,718.0,120.0,-26.0,0.0,165.0,0
1220,1351,636.374,182.4,74.5,29.3,565.6,572.5,77.0,300.0,718.0,120.0,-26.0,0.0,165.0,0
1221,1352,665.3149999999999,145.0,75.0,50.6,565.6,477.3,75.0,300.0,718.0,100.0,-5.0,10.0,172.5,2
1222,1353,668.999,145.0,73.0,49.2,565.6,514.7,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,2
1223,1354,627.5469999999999,122.1,80.0,50.5,565.6,516.0,80.0,300.0,600.0,100.0,-5.0,10.0,172.5,0
1224,1357,721.808,150.0,78.0,50.0,565.6,565.0,78.0,300.0,675.0,100.0,-5.0,10.0,172.5,2
1225,1358,469.379,150.0,67.5,50.0,565.6,340.0,67.5,300.0,500.0,100.0,-5.0,10.0,172.5,2
1226,1359,469.379,150.0,67.5,50.0,565.6,440.0,67.5,300.0,500.0,100.0,-5.0,10.0,172.5,2
1227,1360,469.379,150.0,67.5,50.0,565.6,440.0,75.0,300.0,550.0,100.0,-5.0,10.0,150.0,2
1228,1361,674.087,144.3,73.0,20.0,565.6,729.3,74.0,300.0,760.0,120.0,-10.0,10.0,175.0,1
1229,1362,558.8539999999999,200.0,73.0,190.0,565.6,415.0,80.0,200.0,600.0,-100.0,-5.0,10.0,172.5,0
1230,1363,663.541,145.0,73.0,48.9,565.6,596.9,74.0,300.0,718.0,85.0,-15.0,25.0,172.5,0
1231,1364,636.3100000000001,150.0,73.0,45.900000000000006,565.6,540.0,74.5,300.0,718.0,120.0,-26.0,10.0,165.0,0
1232,1365,632.6389999999999,150.0,73.0,40.4,565.6,571.1,74.5,300.0,718.0,120.0,-26.0,10.0,165.0,0
1233,1367,708.847,120.0,70.5,51.9,565.6,482.59999999999997,74.5,330.0,733.0,120.0,0.0,15.0,172.5,2
1234,1370,620.478,120.0,67.735,55.0,565.6,431.0,68.73573,300.0,690.0,50.0,10.0,10.0,170.0,1
1235,1371,668.778,145.0,73.0,42.7,565.6,546.8,74.0,300.0,718.0,100.0,-15.0,0.0,172.5,1
1236,1372,599.756,225.0,73.0,37.6,565.6,561.6,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
1237,1373,699.843,174.8,72.0,43.9,565.6,655.5,73.0,300.0,796.0,80.0,-5.0,10.0,175.0,1
1238,1374,650.821,140.4,73.0,48.9,565.6,640.0,73.3,300.0,729.0,120.0,-6.0,20.0,172.5,0
1239,1375,571.702,105.0,71.5,33.9,565.6,222.39999999999998,78.5,200.0,318.0,90.0,0.0,10.0,172.5,1
1240,1376,511.63000000000005,116.2,76.5,30.200000000000003,565.6,296.9,77.0,100.0,430.0,70.0,-4.0,10.0,172.5,1
1241,1378,628.382,77.2,74.5,31.0,565.6,590.0,75.0,300.0,718.0,45.0,15.0,0.0,165.0,2
1242,1380,614.3420000000001,150.0,72.0,49.8,565.6,439.90000000000003,73.0,300.0,690.0,60.0,-5.0,10.0,172.5,1
1243,1381,601.296,85.4,67.0,35.0,565.6,300.0,72.5,200.0,440.0,35.0,0.0,0.0,175.0,1
1244,1383,476.685,105.1,74.25,44.3,565.6,222.6,71.0,75.0,260.0,53.0,0.0,10.0,160.0,1
1245,1384,673.076,128.20000000000002,69.5,41.6,565.6,480.0,73.4,300.0,718.0,75.0,5.0,10.0,172.5,1
1246,1385,612.281,78.3,74.0,34.2,565.6,500.0,73.0,300.0,689.0,90.0,-16.0,20.0,167.5,0
1247,1386,661.668,182.2,73.0,49.099999999999994,565.6,604.6,74.33,300.0,718.0,100.0,-5.0,10.0,172.5,0
1248,1388,695.095,145.0,80.0,54.199999999999996,565.6,634.9,63.5,300.0,718.0,0.0,5.0,10.0,162.5,0
1249,1389,644.988,100.5,72.0,40.0,565.6,548.0,73.5,330.0,680.0,100.0,0.0,10.0,175.0,0
1250,1390,656.6610000000001,145.0,73.0,49.6,565.6,586.0,73.5,300.0,718.0,80.0,5.0,10.0,172.5,1
1251,1391,646.2059999999999,175.8,73.0,35.0,565.6,618.7,73.0,300.0,777.0,100.0,-24.0,30.0,170.0,0
1252,1392,653.639,145.0,73.0,49.9,565.6,515.0,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
1253,1393,656.638,145.0,73.5,50.2,565.6,583.0999999999999,73.5,300.0,718.0,100.0,5.0,10.0,172.5,0
1254,1394,620.739,137.3,74.0,35.0,565.6,565.0,74.5,300.0,718.0,70.0,-10.0,10.0,172.5,1
1255,1395,728.5559999999999,130.8,72.0,49.2,565.6,568.3000000000001,73.5,300.0,780.0,100.0,-5.0,10.0,172.5,1
1256,1396,662.947,119.4,79.5,50.0,565.6,580.0,80.0,300.0,718.0,110.0,-20.0,5.0,172.5,2
1257,1397,653.639,145.0,73.0,49.9,565.6,626.1,74.0,300.0,718.0,100.0,-5.0,10.0,170.0,0
1258,1398,648.2090000000001,145.0,73.0,39.9,565.6,515.0,74.0,300.0,718.0,100.0,-15.0,0.0,172.5,1
1259,1399,653.639,180.0,73.0,49.9,565.6,516.0,74.0,300.0,800.0,120.0,-7.0,0.0,170.0,0
1260,1400,665.159,157.9,73.0,61.800000000000004,565.6,540.0,73.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
1261,1401,653.9319999999999,149.7,72.75,49.8,565.6,550.0,73.25001850161814,300.0,725.0,100.0,-6.0,10.0,172.5,0
1262,1402,687.476,155.0,65.6,105.7,565.6,470.0,70.6,100.0,580.0,30.0,-5.0,10.0,172.5,1
1263,1403,678.8610000000001,139.6,73.0,47.1,565.6,580.0,72.5,300.0,830.0,115.0,0.0,30.0,172.5,0
1264,1404,694.313,141.4,73.5,83.0,565.6,490.0,75.0,300.0,730.0,90.0,-19.0,10.0,179.0,1
1265,1405,573.901,112.19999999999999,68.0,46.300000000000004,565.6,370.0,68.0,300.0,445.0,50.0,-5.0,8.0,178.0,1
1266,1406,574.832,127.40000000000002,70.0,43.7,565.6,315.5,69.5,100.0,390.0,40.0,-0.0,0.0,172.5,1
1267,1408,635.355,135.0,75.0,49.5,565.6,592.5,76.0,350.0,730.0,90.0,-10.0,0.0,165.0,2
1268,1409,653.639,145.0,73.0,49.9,565.6,515.0,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,1
1269,1410,655.474,135.0,73.25,46.6,565.6,490.0,73.49999998763374,300.0,725.0,100.0,-6.0,15.0,172.5,0
1270,1411,653.639,145.0,73.0,49.9,565.6,577.3000000000001,74.0,300.0,718.0,80.0,-7.0,0.0,175.0,1
1271,1412,727.0210000000001,145.0,85.5,58.0,565.6,515.0,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
1272,1414,622.911,120.0,73.0,41.9,565.6,495.0,73.0,300.0,715.0,100.0,-17.0,10.0,172.5,0
1273,1415,627.788,129.39999999999998,75.0,42.2,565.6,545.8,74.0,300.0,760.0,110.0,-17.0,0.0,165.0,2
1274,1417,646.963,160.0,73.0,37.8,565.6,580.0,74.5,300.0,718.0,100.0,-5.0,10.0,172.5,0
1275,1418,651.091,136.5,73.0,50.1,565.6,570.3000000000001,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
1276,1419,589.7829999999999,130.70000000000002,71.0,44.2,565.6,268.0,71.0,100.0,340.0,45.0,-0.0,0.0,170.0,1
1277,1420,678.137,117.8,74.5,52.8,565.6,509.1,74.0,300.0,650.0,50.0,-5.0,10.0,172.5,1
1278,1421,678.137,117.8,74.5,52.8,565.6,509.1,74.0,300.0,650.0,50.0,-5.0,10.0,172.5,1
1279,1422,626.7270000000001,221.0,73.3,32.9,565.6,638.0,73.3,300.0,796.0,100.0,-5.0,10.0,175.0,1
1280,1423,647.734,145.0,74.5,52.3,565.6,587.0,73.0,300.0,653.0,80.0,-5.0,10.0,172.5,2
1281,1424,724.6089999999999,100.0,70.0,48.0,565.6,485.0,73.5,300.0,730.0,90.0,-19.0,10.0,175.0,1
1282,1425,647.62,214.0,72.0,49.3,565.6,607.9,72.5,300.0,785.0,100.0,-5.0,10.0,172.5,0
1283,1426,671.907,120.0,69.0,47.4,565.6,310.0,72.5,100.0,360.0,40.0,0.0,10.0,175.0,1
1284,1427,616.235,101.5,63.5,35.0,565.6,300.0,72.5,200.0,410.0,35.0,15.0,0.0,175.0,1
1285,1429,645.317,119.6,73.0,40.9,565.6,210.0,74.0,100.0,260.0,100.0,6.0,30.0,172.5,1
1286,1430,732.894,162.5,70.0,60.0,565.6,480.0,72.99997971982306,300.0,718.0,20.0,-5.0,10.0,172.5,2
1287,1431,653.639,145.0,73.0,49.9,565.6,515.0,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
1288,1432,661.96,196.0,73.0,37.3,565.6,600.0,73.5,330.0,815.0,110.0,-8.0,10.0,172.5,0
1289,1433,637.648,170.0,75.5,32.7,565.6,587.7,75.0,230.0,759.0,90.0,-32.0,10.0,167.5,0
1290,1436,622.811,158.29999999999998,73.3,32.599999999999994,565.6,570.0,73.3,300.0,796.0,70.0,-10.0,10.0,175.0,1
1291,1439,634.429,127.3,73.0,31.9,565.6,553.6,73.0,300.0,730.0,100.0,-17.0,0.0,172.5,0
1292,1443,731.346,210.10000000000002,74.0,38.800000000000004,565.6,695.6999999999999,74.0,300.0,818.0,100.0,-5.0,10.0,172.5,1
1293,1444,658.423,267.40000000000003,73.0,25.4,565.6,553.6,73.0,300.0,730.0,100.0,-17.0,0.0,172.5,0
1294,1445,645.882,235.9,74.5,45.199999999999996,565.6,619.9,74.0,330.0,848.0,100.0,10.0,20.0,175.0,1
1295,1446,624.966,197.7,74.0,31.3,565.6,629.9,73.5,300.0,718.0,100.0,-20.0,10.0,165.0,0
1296,1447,624.931,203.3,74.57748,31.3,565.6,629.9,74.07748,300.0,718.0,100.0,-20.0,10.0,165.0,0
1297,1448,727.587,244.9,72.0,46.800000000000004,565.6,533.0,73.0,300.0,718.0,100.0,5.0,10.0,172.5,2
1298,1449,465.406,110.8,75.0,49.2,565.6,159.8,74.0,300.0,718.0,100.0,10.0,10.0,142.5,1
1299,1451,583.897,103.5,71.0,29.6,565.6,479.1,74.0,130.0,600.0,100.0,-17.0,25.0,165.0,0
1300,1452,751.94,125.0,60.0,40.0,565.6,440.0,63.49999570187693,150.0,620.0,30.0,5.0,0.0,155.0,1
1301,1454,869.602,156.29999999999998,67.0,47.5,565.6,471.7,69.0,100.0,565.0,100.0,-5.0,10.0,172.5,1
1302,1455,632.833,115.0,72.5,36.4,565.6,518.5999999999999,74.5,300.0,715.0,100.0,-6.0,0.0,175.0,0
1303,1456,653.639,145.0,73.0,49.9,565.6,470.0,74.0,300.0,645.0,100.0,-5.0,10.0,172.5,0
1304,1458,644.432,138.6,72.0,46.0,565.6,543.0,73.5,300.0,720.0,90.0,-6.0,10.0,172.5,0
1305,1459,613.897,140.0,71.0,61.0,565.6,450.0,72.0,300.0,718.0,100.0,5.0,10.0,172.5,1
1306,1460,609.653,125.0,68.5,41.2,565.6,346.4,54.5,200.0,440.0,100.0,-5.0,10.0,172.5,1
1307,1461,647.4929999999999,103.9,75.0,39.699999999999996,565.6,623.6,74.0,300.0,786.0,100.0,-5.0,5.0,165.0,1
1308,1462,612.058,137.3,73.0,50.2,565.6,400.0,75.5,250.0,547.0,100.0,-5.0,10.0,140.0,1
1309,1463,600.562,175.3,39.5,85.0,565.6,408.6,54.5,75.0,500.0,45.0,-5.0,10.0,182.5,1
1310,1465,610.585,125.3,72.5,53.900000000000006,565.6,375.0,74.5,200.0,486.0,100.0,-5.0,10.0,172.5,1
1311,1466,574.6320000000001,104.5,37.0,35.4,565.6,440.09999999999997,56.0,50.0,458.0,20.0,-5.0,10.0,172.5,1
1312,1467,735.3530000000001,150.60000000000002,70.0,60.0,565.6,450.0,72.99997971982306,300.0,718.0,20.0,-5.0,10.0,172.5,2
1313,1468,624.655,159.89999999999998,74.0,52.0,565.6,557.9,74.0,300.0,718.0,100.0,-40.0,0.0,165.0,0
1314,1469,628.71,137.9,73.5,41.4,565.6,541.8,73.5,300.0,718.0,80.0,17.0,60.0,170.0,0
1315,1470,661.851,137.4,74.0,47.0,565.6,472.1,74.5,300.0,535.0,50.0,-5.0,10.0,165.0,1
1316,1471,659.369,131.89999999999998,77.0,40.099999999999994,565.6,608.4000000000001,78.5,300.0,718.0,90.0,-32.0,2.0,165.0,2
1317,1473,657.651,118.0,77.0,49.0,565.6,615.9,79.0,300.0,755.0,100.0,-30.0,0.0,170.0,2
1318,1474,677.639,187.20000000000002,78.0,53.900000000000006,565.6,609.5,79.0,300.0,760.0,100.0,-25.0,0.0,170.0,2
1319,1475,632.029,97.4,75.0,40.0,565.6,625.0,78.0,220.0,740.0,100.0,-30.0,0.0,165.0,0
1320,1476,619.9350000000001,107.89999999999999,73.5,47.0,565.6,607.9,78.0,300.0,735.0,105.0,-30.0,0.0,165.0,0
1321,1477,653.639,145.0,73.0,49.9,565.6,600.0,74.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
1322,1478,620.302,127.90000000000002,74.06916,46.300000000000004,565.6,550.0,74.06916,325.0,718.0,100.0,-15.0,0.0,165.0,0
1323,1479,662.338,129.39999999999998,76.0,58.0,565.6,662.0,77.0,300.0,750.0,90.0,20.0,0.0,170.0,2
1324,1480,667.5020000000001,120.0,68.37615,47.4,565.6,310.0,71.87615,100.0,360.0,40.0,0.0,10.0,175.0,1
1325,1481,667.5020000000001,120.0,68.37615,47.4,565.6,310.0,71.87615,100.0,360.0,40.0,0.0,10.0,175.0,1
1326,1482,667.5020000000001,120.0,68.37615,47.4,565.6,310.0,71.87615,100.0,360.0,40.0,0.0,10.0,175.0,1
1327,1483,672.889,105.0,73.5,41.099999999999994,565.6,460.0,75.0,300.0,755.0,100.0,-5.0,0.0,175.0,1
1328,1484,669.443,111.60000000000001,77.0,40.800000000000004,565.6,615.1999999999999,78.0,300.0,750.0,80.0,-25.0,0.0,170.0,2
1329,1485,740.515,145.0,62.0,45.0,565.6,405.0,77.49999024278054,110.0,560.0,32.0,10.0,0.0,140.0,1
1330,1486,650.6800000000001,154.70000000000002,72.5,64.19999999999999,565.6,540.0,73.0,350.0,718.0,100.0,-5.0,10.0,172.5,0
1331,1487,659.5680000000001,137.5,76.0,39.4,565.6,614.5,74.0,300.0,759.0,100.0,-10.0,10.0,172.5,1
1332,1488,718.226,145.0,63.0,51.6,565.6,400.0,69.99997270451806,150.0,585.0,35.0,10.0,0.0,150.0,1
1333,1489,644.42,113.69999999999999,73.0,40.0,565.6,430.0,73.5,100.0,500.0,50.0,-5.0,10.0,165.0,1
1334,1491,626.737,100.0,70.5,25.0,565.6,300.0,72.5,300.0,390.0,20.0,10.0,20.0,170.0,1
1335,1492,651.6110000000001,145.0,73.0,49.7,565.6,515.0,74.0,300.0,718.0,100.0,-5.0,10.0,170.0,0
1336,1493,624.655,159.89999999999998,74.0,52.0,565.6,557.9,74.0,300.0,718.0,100.0,-20.0,0.0,165.0,0
1337,1494,693.886,145.0,66.5,43.6,565.6,410.0,68.0,300.0,555.0,35.0,15.0,0.0,145.0,1
1338,1495,643.66,121.2,75.0,42.7,565.6,301.8,71.0,150.0,400.0,50.0,0.0,5.0,168.0,1
1339,1497,591.7900000000001,115.0,71.5,58.2,565.6,298.70000000000005,71.5,300.0,390.0,40.0,5.0,5.0,168.0,1
1340,1498,619.185,120.0,68.0,58.0,565.6,360.09999999999997,73.0,150.0,430.0,40.0,0.0,5.0,168.0,1
1341,1499,659.793,159.8,73.5,44.4,565.6,582.0,74.0,400.0,765.0,110.0,-16.5,10.0,170.0,0
1342,1500,639.966,110.0,72.66341,62.0,565.6,360.0,76.66341,300.0,420.0,38.0,10.0,0.0,175.0,1
1343,1501,629.6650000000001,120.0,68.0,56.4,565.6,359.5,73.0,150.0,430.0,40.0,0.0,5.0,168.0,1
1344,1502,639.966,110.0,72.66341,62.0,565.6,360.0,76.66341,40.0,420.0,38.0,10.0,0.0,175.0,1
1345,1503,629.797,117.6,74.0,46.300000000000004,565.6,545.8,74.0,300.0,770.0,110.0,-17.0,0.0,165.0,0
1346,1504,639.966,110.0,72.66341,62.0,565.6,360.0,76.66341,100.0,450.0,38.0,10.0,0.0,175.0,1
1347,1505,599.1600000000001,80.0,69.0,23.099999999999998,565.6,300.0,72.0,300.0,380.0,40.0,0.0,15.0,170.0,1
1348,1506,608.423,115.0,71.5,45.199999999999996,565.6,295.5,71.5,300.0,390.0,40.0,5.0,5.0,168.0,1
1349,1507,572.671,110.0,72.0,46.199999999999996,565.6,284.1,74.0,100.0,309.0,40.0,0.0,0.0,175.0,1
1350,1508,491.768,100.0,73.0,35.1,565.6,198.8,74.0,100.0,230.0,40.0,-0.0,0.0,175.0,1
1351,1509,491.768,100.0,73.0,35.1,565.6,224.8,74.0,100.0,250.0,40.0,-0.0,0.0,175.0,1
1352,1510,597.61,110.0,72.0,46.800000000000004,565.6,317.40000000000003,74.0,100.0,345.0,40.0,-0.0,0.0,175.0,1
1353,1511,657.685,151.0,73.0,38.6,565.6,524.5999999999999,74.0,300.0,735.0,130.0,-5.0,0.0,172.5,0
1354,1512,689.511,190.0,73.5,37.3,565.6,600.0,73.0,300.0,820.0,130.0,-6.0,0.0,175.0,0
1355,1513,617.309,148.7,73.5,47.800000000000004,565.6,589.9,64.0000159696876,200.0,765.0,100.0,-15.0,10.0,165.0,2
1356,1515,492.014,105.0,73.0,35.8,565.6,205.7,74.0000202554444,50.0,232.0,40.0,0.0,0.0,175.0,1
1357,1516,664.496,120.6,72.0,39.4,565.6,597.6,72.50001674779189,300.0,759.0,100.0,-5.0,10.0,172.5,0
1358,1517,644.873,170.9,75.0,35.0,565.6,566.1,75.00000349528622,300.0,660.0,60.0,-10.0,0.0,165.0,1
1359,1518,662.9580000000001,77.7,77.0,42.1,565.6,684.3000000000001,77.00002727074938,300.0,765.0,75.0,-32.0,0.0,170.0,2
1360,1519,674.862,245.0,65.0,42.3,565.6,406.9,68.99998946467623,300.0,718.0,100.0,25.0,10.0,172.5,1
1361,1520,670.7579999999999,175.3,73.5,46.4,565.6,516.2,78.99999375043305,300.0,200.0,100.0,-5.0,10.0,172.5,1
1362,1521,661.654,107.1,73.0,37.0,565.6,579.7,74.0000202554444,300.0,718.0,100.0,-18.0,10.0,166.0,0
1363,1522,647.512,145.0,72.0,49.099999999999994,565.6,622.8000000000001,72.99997971982306,300.0,718.0,100.0,-5.0,10.0,172.5,1
1364,1523,683.431,150.0,74.96135,49.7,565.6,580.0,75.46135,400.0,821.0,70.0,-5.0,10.0,172.5,1
1365,1524,635.824,105.0,72.0,52.6,565.6,493.70000000000005,72.99997971982306,300.0,718.0,100.0,-5.0,10.0,170.0,0
1366,1525,662.2660000000001,100.0,73.0,37.400000000000006,565.6,643.5,74.0000202554444,300.0,850.0,0.0,0.0,10.0,172.5,2
1367,1526,593.605,100.0,73.0,34.1,565.6,582.2,74.0000202554444,300.0,775.0,100.0,-20.0,10.0,172.5,0
1368,1527,613.328,100.0,73.0,35.4,565.6,619.7,74.0000202554444,300.0,718.0,100.0,-5.0,0.0,172.5,0
1369,1528,661.7579999999999,100.0,73.0,36.5,565.6,594.3000000000001,74.0000202554444,300.0,750.0,100.0,-15.0,10.0,172.5,2
1370,1529,635.415,245.0,64.5,40.2,565.6,512.8000000000001,68.99998946467623,300.0,718.0,100.0,25.0,10.0,172.5,1
1371,1530,638.909,123.0,74.0,57.0,565.6,590.0,75.0,300.0,750.0,100.0,-5.0,10.0,167.5,1
1372,1531,673.341,180.5,74.0,45.199999999999996,565.6,635.7,73.49999998763374,300.0,718.0,100.0,-5.0,10.0,172.5,0
1373,1532,663.1329999999999,171.4,74.0,49.4,565.6,630.0,74.0,300.0,820.0,100.0,-5.0,20.0,170.0,0
1374,1533,642.7310000000001,105.0,70.5,49.9,565.6,488.8,74.0000202554444,300.0,650.0,100.0,-10.0,10.0,170.0,0
1375,1534,688.184,245.0,68.5,43.3,565.6,498.0,69.99997270451806,300.0,718.0,100.0,5.0,10.0,172.5,1
1376,1535,688.184,245.0,68.5,43.3,565.6,498.0,69.99997270451806,300.0,718.0,100.0,5.0,10.0,172.5,1
1377,1536,537.585,120.0,51.5,41.7,565.6,508.29999999999995,62.50001246203512,300.0,718.0,30.0,5.0,10.0,172.5,1
1378,1537,609.516,115.0,70.5,44.2,565.6,301.0,71.00001324013941,300.0,390.0,40.0,5.0,5.0,168.0,1
1379,1538,609.516,115.0,70.5,44.2,565.6,301.0,71.00001324013941,300.0,390.0,40.0,5.0,5.0,168.0,1
1380,1539,643.9979999999999,142.4,73.0,44.0,565.6,578.8,73.0,300.0,718.0,100.0,-5.0,10.0,172.5,0
1381,1540,609.516,115.0,70.5,44.2,565.6,301.0,71.00001324013941,300.0,390.0,40.0,5.0,5.0,168.0,1
1382,1541,492.154,110.0,73.0,36.2,565.6,206.9,74.0000202554444,100.0,233.0,37.0,0.0,0.0,175.0,1
1383,1542,591.871,145.0,60.0,43.3,565.6,543.3,44.99999063801584,300.0,650.0,-100.0,-70.0,10.0,152.5,1
1384,1543,560.944,200.0,57.1,41.9,565.6,428.59999999999997,74.0000202554444,300.0,735.0,-0.0,-15.0,0.0,172.5,1
1385,1544,969.232,145.0,73.0,39.6,565.6,527.6999999999999,106.0,300.0,718.0,100.0,-5.0,10.0,152.5,2
1386,1545,653.639,145.0,73.0,49.9,565.6,515.0,74.0000202554444,300.0,718.0,100.0,-5.0,10.0,172.5,0
1387,1547,663.219,120.0,64.0,43.0,565.6,430.0,74.0000202554444,300.0,618.0,50.0,0.0,10.0,172.5,1
1388,1548,671.6339999999999,120.0,65.40675,43.0,565.6,430.0,75.40674623404959,300.0,618.0,50.0,0.0,10.0,172.5,1
1389,1549,610.482,120.0,67.0,46.0,565.6,360.0,69.99997270451806,300.0,618.0,50.0,0.0,10.0,172.5,1
1390,1551,661.379,137.2,74.0,47.1,565.6,560.0,72.99997971982306,300.0,766.0,110.0,-5.0,10.0,175.0,0
1391,1552,671.537,145.0,73.0,49.099999999999994,565.6,582.7,72.99997971982306,300.0,700.0,100.0,-5.0,10.0,152.5,1
1392,1553,582.668,110.0,72.5,46.1,565.6,289.7,74.0000202554444,100.0,315.0,40.0,0.0,0.0,175.0,1
1393,1554,640.624,116.6,73.0,40.5,565.6,560.8,74.0000202554444,300.0,718.0,100.0,-14.0,0.0,172.5,0
1394,1557,661.5569999999999,140.0,72.5,55.0,565.6,570.5,75.50002376309689,280.0,764.0,100.0,5.0,10.0,177.5,2
1395,1558,603.238,106.0,72.5,52.6,565.6,409.6,72.99997971982306,100.0,435.0,40.0,0.0,0.0,175.0,1
1396,1559,654.088,125.0,72.0,56.599999999999994,565.6,460.6,72.50001674779189,300.0,718.0,100.0,-5.0,10.0,172.5,1
1397,1560,609.362,110.0,70.5,40.099999999999994,565.6,295.0,74.0000202554444,200.0,360.0,40.0,5.0,10.0,170.0,1
1398,1561,653.639,145.0,73.0,49.9,565.6,596.8,74.0000202554444,300.0,800.0,100.0,-5.0,10.0,172.5,2
1399,1562,701.603,120.0,64.0,50.0,565.6,430.0,74.0000202554444,300.0,695.0,50.0,0.0,10.0,172.5,1
1400,1563,644.803,170.0,74.0,52.0,565.6,590.5,74.0000202554444,300.0,718.0,100.0,-5.0,10.0,172.5,0
1401,1564,639.837,130.0,72.0,45.699999999999996,565.6,546.8,73.0,330.0,718.0,100.0,-5.0,30.0,172.5,0
1402,1565,659.648,100.0,73.5,48.0,565.6,537.5,76.5,330.0,718.0,100.0,-5.0,30.0,172.5,0
1403,1566,659.419,147.0,73.0,51.2,565.6,581.8,73.0,330.0,718.0,100.0,-5.0,30.0,152.5,0
1404,1567,647.541,145.0,72.5,51.4,565.6,576.9,73.49999998763374,330.0,718.0,100.0,-5.0,30.0,172.5,0
1405,1568,652.4069999999999,140.0,72.5,56.800000000000004,565.6,562.1,74.5,330.0,718.0,100.0,-5.0,30.0,172.5,0
1406,1569,658.474,145.0,74.0,49.4,565.6,577.0,75.00000349528622,300.0,750.0,100.0,-16.0,10.0,172.5,0
1407,1570,638.919,110.0,73.0,51.4,565.6,527.6999999999999,74.0000202554444,300.0,718.0,100.0,-5.0,10.0,172.5,0
